"objectID";"parcelID";"parcelNumber";"shapeLength";"shapeArea";"geometry";"owner";"parish";"municipality";"island"
"2151";"17606009";"2956240000000";"312.3922346187761";"1768.0152946877379";"MULTIPOLYGON (((295251.08999999985 3623485.33, 295261.31120000035 3623476.211100001, 295268.7153000003 3623469.6054999996, 295264.2999999998 3623465.01, 295270.4000000004 3623454.8100000005, 295277.2000000002 3623460.6099999994, 295287 3623456.91, 295297.7999999998 3623454.1099999994, 295311.7000000002 3623451.3100000005, 295319.2999999998 3623450.1099999994, 295326.4000000004 3623449.91, 295322.7999999998 3623432.91, 295304.8799999999 3623436.558, 295304.8663999997 3623436.5638999995, 295295.0789000001 3623420.6445000004, 295285.5 3623423.51, 295274.5999999996 3623431.210000001, 295269.9000000004 3623436.01, 295264.5999999996 3623441.3100000005, 295261.4000000004 3623445.8100000005, 295263.2999999998 3623447.6099999994, 295239.9000000004 3623471.6099999994, 295240.2999999998 3623472.51, 295242 3623474.710000001, 295251.08999999985 3623485.33), (295282.4000000004 3623449.6099999994, 295284.9000000004 3623441.91, 295297.0999999996 3623433.1099999994, 295303.7000000002 3623444.6099999994, 295293.5999999996 3623451.01, 295282.4000000004 3623449.6099999994)))";"93";"Estreito da Calheta";"Calheta";"Ilha da Madeira (Madeira)"
"2165";"9557726";"2966240000000";"56.74486089299111";"150.3563617260609";"MULTIPOLYGON (((295854.2268000003 3624682.8079000004, 295854.01999999955 3624682.1099999994, 295839.4199999999 3624690.51, 295845.21999999974 3624700.3100000005, 295854.1989000002 3624694.4541999996, 295851.21999999974 3624689.710000001, 295857.01999999955 3624685.710000001, 295854.4659000002 3624682.5478000008, 295854.2268000003 3624682.8079000004)))";"93";"Estreito da Calheta";"Calheta";"Ilha da Madeira (Madeira)"
"2209";"9804045";"2956240000000";"356.0945692652213";"2771.073886788015";"MULTIPOLYGON (((294929.37430000026 3624423.422700001, 294952.5887000002 3624422.902899999, 294952.59949999955 3624423.2424, 294957.13019999955 3624423.1198999994, 294957.6732999999 3624427.2468999997, 294963.2731999997 3624426.4069, 294964.6311999997 3624439.7141999993, 294964.09520000033 3624442.8841999993, 294965.03830000013 3624444.298699999, 294971.8755000001 3624447.5994000006, 294972.24260000046 3624447.7536999993, 294983.6637000004 3624452.5505, 294986.39240000024 3624454.499500001, 294987.0831000004 3624451.7366000004, 294988.2730999999 3624448.6766, 294990.65309999976 3624445.956700001, 294992.5230999999 3624443.9167, 294992.60360000003 3624443.964400001, 294992.7131000003 3624443.7766999993, 294997.75299999956 3624444.4967, 295002.07299999986 3624447.1965999994, 295002.8903999999 3624448.8313999996, 295004.15869999956 3624453.230900001, 295004.59300000034 3624455.8366, 295004.79310000036 3624455.431399999, 295004.8099999996 3624455.49, 295016.85589999985 3624433.6926000006, 295017.41000000015 3624432.6899999995, 295001.2440999998 3624418.0637, 294998.5099999998 3624415.59, 294997.2834999999 3624418.0429999996, 294996.8130000001 3624417.6668, 294996.78440000024 3624417.6478000004, 294989.8099999996 3624438.09, 294988.2455000002 3624437.8291999996, 294988.2430999996 3624437.8367, 294985.0566999996 3624437.3587999996, 294984.2730999999 3624441.2766999993, 294976.3531999998 3624439.5166999996, 294976.03839999996 3624434.7957000006, 294976.1531999996 3624434.5967999995, 294984.2531000003 3624435.8566999994, 294984.2845999999 3624435.3749, 294984.70999999996 3624435.6899999995, 294985.91000000015 3624435.09, 294985.91000000015 3624410.5056, 294986.0530000003 3624408.3169, 294985.91000000015 3624408.2454000004, 294985.91000000015 3624408.09, 294982.3967000004 3624406.1138000004, 294981.09640000015 3624405.4636000004, 294975.54569999967 3624402.6883000005, 294975.53220000025 3624402.7464000005, 294971.42310000025 3624400.6919, 294970.46079999954 3624400.2107999995, 294964.5667000003 3624400.2107999995, 294961.9423000002 3624400.5195000004, 294961.87320000026 3624400.3670000006, 294957.61319999956 3624400.7929999996, 294957.55119999964 3624400.319, 294953.41619999986 3624395.5160000008, 294953.51999999955 3624395.539999999, 294952.00430000015 3624393.7554, 294941.1200000001 3624380.9399999995, 294931.21360000037 3624386.8302999996, 294929.11340000015 3624386.9771999996, 294929.11340000015 3624387.5953, 294928.25 3624387.6949000005, 294928.25 3624400.2200000007, 294928.25 3624412.619999999, 294929.0499999998 3624423.2200000007, 294929.37430000026 3624423.422700001)))";"93";"Estreito da Calheta";"Calheta";"Ilha da Madeira (Madeira)"
"2345";"7343683";"2946240000000";"137.95487343991226";"706.7711032425129";"MULTIPOLYGON (((294535.82749999966 3623496.2487000003, 294541.74849999975 3623496.468699999, 294542.2142000003 3623496.694, 294558.1924999999 3623499.6613999996, 294564.69400000013 3623503.4539, 294566.0532999998 3623503.1141, 294566.0099999998 3623503.2200000007, 294576.5491000004 3623501.2314999998, 294576.61000000034 3623501.2200000007, 294577.41000000015 3623498.8200000003, 294576.9036999997 3623497.9340000004, 294575.23819999956 3623497.8205999993, 294576.1299999999 3623497.26, 294572.1191999996 3623489.587099999, 294572.1201999998 3623489.5628999993, 294571.9593000002 3623489.281300001, 294571.53000000026 3623488.460000001, 294566.90699999966 3623482.185900001, 294553.22279999964 3623483.569700001, 294552.6085000001 3623483.8768000007, 294536.5741999997 3623484.2040999997, 294536.5007999996 3623484.0572999995, 294535.11560000014 3623484.1294, 294528.6667999998 3623484.465, 294524.2642000001 3623484.6941, 294524.25270000007 3623484.6041, 294521.49349999987 3623484.6041, 294521.5340999998 3623484.8681000005, 294521.5840999996 3623485.193, 294521.6643000003 3623485.1841, 294521.8201000001 3623486.7273999993, 294521.86429999955 3623487.0141000003, 294521.8540000003 3623487.0622000005, 294522.1107000001 3623489.6041, 294524.8476999998 3623489.6041, 294524.82239999995 3623489.390900001, 294530.73419999983 3623489.6941, 294530.4988000002 3623496.0506999996, 294535.82749999966 3623496.2487000003)))";"93";"Estreito da Calheta";"Calheta";"Ilha da Madeira (Madeira)"
"2359";"21938809";"2966250000000";"72.991093725884";"314.5499999865424";"MULTIPOLYGON (((296098.46999999974 3624768.0999999996, 296110.3700000001 3624754, 296095.8700000001 3624744.8000000007, 296083.8700000001 3624759.0999999996, 296090.1699999999 3624763.9000000004, 296091.1699999999 3624762.5999999996, 296098.46999999974 3624768.0999999996)))";"93";"Estreito da Calheta";"Calheta";"Ilha da Madeira (Madeira)"
"2440";"7325387";"2916290000000";"278.1811206870214";"1720.6893185731587";"MULTIPOLYGON (((290780.01329999976 3630109.5068999995, 290783.26329999976 3630107.9769, 290783.8836000003 3630108.8586, 290783.27329999954 3630108.7568999995, 290783.0724999998 3630113.3761, 290778.04000000004 3630115.24, 290784.63999999966 3630128.4399999995, 290788.2400000002 3630135.84, 290795.63999999966 3630150.84, 290798.04000000004 3630156.24, 290805.63999999966 3630155.84, 290805.1830000002 3630154.7157000005, 290805.5932 3630155.556500001, 290806.0250000004 3630155.3994999994, 290803.4400000004 3630148.4399999995, 290790.04000000004 3630120.039999999, 290783.83999999985 3630108.24, 290795.63999999966 3630110.24, 290795.68649999984 3630110.2858000007, 290813.77919999976 3630112.3071999997, 290795.8099999996 3630080.8200000003, 290787.3490000004 3630061.9177, 290770.1032999996 3630070.0972000007, 290761.81340000033 3630075.0771999992, 290780.01329999976 3630109.5068999995)))";"93";"Fajã da Ovelha";"Calheta";"Ilha da Madeira (Madeira)"
"2777";"7334168";"2926270000000";"140.034727443719";"793.9339723755069";"MULTIPOLYGON (((292480.7849000003 3626817.3158, 292490.4868000001 3626812.4648, 292492.98089999985 3626811.217700001, 292487.68479999993 3626804.577299999, 292488.1878000004 3626804.3617000002, 292478.06070000026 3626787.8643999994, 292476.88999999966 3626786.1999999993, 292476.7061999999 3626785.7983, 292471.26489999983 3626773.9033000004, 292468.31570000015 3626767.4561, 292468.29000000004 3626767.4000000004, 292466.54870000016 3626768.226399999, 292465.7949000001 3626766.6761000007, 292459.5549999997 3626769.916099999, 292452.2259999998 3626775.4791, 292450.95359999966 3626776.4449000005, 292450.00769999996 3626777.162900001, 292449.59499999974 3626777.4760999996, 292449.6906000003 3626777.5864000004, 292449.8043999998 3626777.4836, 292470.0884999996 3626800.5336000007, 292471.88489999995 3626803.3659000006, 292478.08490000013 3626812.025800001, 292477.69379999954 3626812.1163999997, 292479.0099999998 3626814.3100000005, 292478.5564000001 3626814.390900001, 292479.0968000004 3626815.1001999993, 292480.7849000003 3626817.3158)))";"93";"Fajã da Ovelha";"Calheta";"Ilha da Madeira (Madeira)"
"2808";"9839315";"2926280000000";"115.12553242969919";"656.5809743688542";"MULTIPOLYGON (((292315.1632000003 3627582.8125, 292315.27919999976 3627583.4091, 292320.18379999977 3627597.5408999994, 292346.4424999999 3627592.9865000006, 292356.5700000003 3627591.2300000004, 292353.2485999996 3627571.7903000005, 292336 3627575.539999999, 292336.4000000004 3627579.24, 292315.1632000003 3627582.8125)))";"93";"Fajã da Ovelha";"Calheta";"Ilha da Madeira (Madeira)"
"2916";"20031849";"2926280000000";"40.73851689389563";"95.44674442139092";"MULTIPOLYGON (((292392.27529999986 3628091.183599999, 292404.8766000001 3628094.8589999992, 292406.8563000001 3628088.1132999994, 292406.94130000006 3628087.8237999994, 292407.1852000002 3628086.9925999995, 292397.7999999998 3628085.3200000003, 292396.8230999997 3628085.3664999995, 292395.7000000002 3628085.42, 292395.7854000004 3628085.5084000006, 292394.54810000025 3628085.2172999997, 292392.27529999986 3628091.183599999)))";"93";"Fajã da Ovelha";"Calheta";"Ilha da Madeira (Madeira)"
"2992";"7332215";"2916280000000";"63.75421082576648";"171.24309783829312";"MULTIPOLYGON (((291644.7605999997 3627665.7228999995, 291644.7909000004 3627665.6952, 291653.53000000026 3627673.7200000007, 291659.98819999956 3627670.4466999993, 291660.8300000001 3627670.0199999996, 291641.03000000026 3627653.7200000007, 291640.9612999996 3627653.7839, 291638.1283 3627656.4186000004, 291638.1299999999 3627656.42, 291636.1799999997 3627658.2699999996, 291644.7605999997 3627665.7228999995)))";"93";"Fajã da Ovelha";"Calheta";"Ilha da Madeira (Madeira)"
